NO,JENJANG,PROGRAM STUDI,STATUS PENDIDIKAN,NAMA PROVINSI,JUMLAH SATUAN PENDIDIKAN,JUMLAH PESERTA,MATA UJI,RERATA NILAI,TAHUN
251,SMA/MA,BAHASA ,SWASTA,SULAWESI SELATAN,1,22,BAHASA INDONESIA,64.27,2019
252,SMA/MA,BAHASA,SWASTA,SULAWESI TENGGARA,-,-,BAHASA INDONESIA,-,2019
253,SMA/MA,BAHASA ,SWASTA,MALUKU,-,-,BAHASA INDONESIA,-,2019
254,SMA/MA,BAHASA,SWASTA,BALI,18,1262,BAHASA INDONESIA,56.17,2019
255,SMA/MA,BAHASA ,SWASTA,NUSA TENGGARA BARAT,58,1490,BAHASA INDONESIA,52.88,2019
256,SMA/MA,BAHASA,SWASTA,NUSA TENGGARA TIMUR,67,2028,BAHASA INDONESIA,55.83,2019
257,SMA/MA,BAHASA ,SWASTA,PAPUA,10,181,BAHASA INDONESIA,48.81,2019
258,SMA/MA,BAHASA,SWASTA,BENGKULU,-,-,BAHASA INDONESIA,-,2019
259,SMA/MA,BAHASA ,SWASTA,MALUKU UTARA,-,-,BAHASA INDONESIA,-,2019
260,SMA/MA,BAHASA,SWASTA,BANGKA BELITUNG,-,-,BAHASA INDONESIA,-,2019
261,SMA/MA,BAHASA ,SWASTA,GORONTALO,2,22,BAHASA INDONESIA,52.37,2019
262,SMA/MA,BAHASA,SWASTA,BANTEN,9,152,BAHASA INDONESIA,64.38,2019
263,SMA/MA,BAHASA ,SWASTA,KEPULAUAN RIAU,1,25,BAHASA INDONESIA,75.84,2019
264,SMA/MA,BAHASA,SWASTA,SULAWESI BARAT,4,98,BAHASA INDONESIA,50.45,2019
265,SMA/MA,BAHASA ,SWASTA,PAPUA BARAT,3,65,BAHASA INDONESIA,55.91,2019
266,SMA/MA,BAHASA,SWASTA,KALIMANTAN UTARA,1,10,BAHASA INDONESIA,51.2,2019
267,SMA/MA,BAHASA ,SWASTA,DKI JAKARTA,7,82,BAHASA INGGRIS,88.98,2019
268,SMA/MA,BAHASA,SWASTA,JAWA BARAT,18,610,BAHASA INGGRIS,49.85,2019
269,SMA/MA,BAHASA ,SWASTA,JAWA TENGAH,36,1207,BAHASA INGGRIS,50.69,2019
270,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,6,108,BAHASA INGGRIS,73.18,2019
271,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,-,-,BAHASA INGGRIS,-,2019
272,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,-,-,BAHASA INGGRIS,-,2019
273,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,1,8,BAHASA INGGRIS,91.25,2019
274,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,-,-,BAHASA INGGRIS,-,2019
275,SMA/MA,BAHASA ,SWASTA,JAWA TIMUR,79,4039,BAHASA INGGRIS,48.22,2019
276,SMA/MA,BAHASA,SWASTA,ACEH,-,-,BAHASA INGGRIS,-,2019
277,SMA/MA,BAHASA ,SWASTA,SUMATERA UTARA,-,-,BAHASA INGGRIS,-,2019
278,SMA/MA,BAHASA,SWASTA,SUMATERA BARAT,1,20,BAHASA INGGRIS,47.1,2019
279,SMA/MA,BAHASA ,SWASTA,RIAU,-,-,BAHASA INGGRIS,-,2019
280,SMA/MA,BAHASA,SWASTA,JAMBI,-,-,BAHASA INGGRIS,-,2019
281,SMA/MA,BAHASA ,SWASTA,SUMATERA SELATAN,-,-,BAHASA INGGRIS,-,2019
282,SMA/MA,BAHASA,SWASTA,LAMPUNG,2,42,BAHASA INGGRIS,46.91,2019
283,SMA/MA,BAHASA ,SWASTA,KALIMANTAN BARAT,1,19,BAHASA INGGRIS,35.05,2019
284,SMA/MA,BAHASA,SWASTA,KALIMANTAN TENGAH,1,13,BAHASA INGGRIS,35.54,2019
285,SMA/MA,BAHASA ,SWASTA,KALIMANTAN SELATAN,4,126,BAHASA INGGRIS,44.54,2019
286,SMA/MA,BAHASA,SWASTA,KALIMANTAN TIMUR,2,61,BAHASA INGGRIS,48.03,2019
287,SMA/MA,BAHASA ,SWASTA,SULAWESI UTARA,13,143,BAHASA INGGRIS,43.51,2019
288,SMA/MA,BAHASA,SWASTA,SULAWESI TENGAH,4,146,BAHASA INGGRIS,40.78,2019
289,SMA/MA,BAHASA ,SWASTA,SULAWESI SELATAN,1,22,BAHASA INGGRIS,54.09,2019
290,SMA/MA,BAHASA,SWASTA,SULAWESI TENGGARA,-,-,BAHASA INGGRIS,-,2019
291,SMA/MA,BAHASA ,SWASTA,MALUKU,-,-,BAHASA INGGRIS,-,2019
292,SMA/MA,BAHASA,SWASTA,BALI,18,1262,BAHASA INGGRIS,44,2019
293,SMA/MA,BAHASA ,SWASTA,NUSA TENGGARA BARAT,58,1490,BAHASA INGGRIS,40.55,2019
294,SMA/MA,BAHASA,SWASTA,NUSA TENGGARA TIMUR,67,2028,BAHASA INGGRIS,41.85,2019
295,SMA/MA,BAHASA ,SWASTA,PAPUA,10,181,BAHASA INGGRIS,40.47,2019
296,SMA/MA,BAHASA,SWASTA,BENGKULU,-,-,BAHASA INGGRIS,-,2019
297,SMA/MA,BAHASA ,SWASTA,MALUKU UTARA,-,-,BAHASA INGGRIS,-,2019
298,SMA/MA,BAHASA,SWASTA,BANGKA BELITUNG,-,-,BAHASA INGGRIS,-,2019
299,SMA/MA,BAHASA ,SWASTA,GORONTALO,2,22,BAHASA INGGRIS,39.09,2019
300,SMA/MA,BAHASA,SWASTA,BANTEN,9,152,BAHASA INGGRIS,61.29,2019
301,SMA/MA,BAHASA ,SWASTA,KEPULAUAN RIAU,1,25,BAHASA INGGRIS,78.32,2019
302,SMA/MA,BAHASA,SWASTA,SULAWESI BARAT,4,98,BAHASA INGGRIS,38.41,2019
303,SMA/MA,BAHASA ,SWASTA,PAPUA BARAT,3,65,BAHASA INGGRIS,45.97,2019
304,SMA/MA,BAHASA,SWASTA,KALIMANTAN UTARA,1,10,BAHASA INGGRIS,41.4,2019
305,SMA/MA,BAHASA ,SWASTA,DKI JAKARTA,7,82,MATEMATIKA,61.43,2019
306,SMA/MA,BAHASA,SWASTA,JAWA BARAT,18,610,MATEMATIKA,38.17,2019
307,SMA/MA,BAHASA ,SWASTA,JAWA TENGAH,36,1207,MATEMATIKA,39.8,2019
308,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,6,108,MATEMATIKA,49.65,2019
309,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,-,-,MATEMATIKA,-,2019
310,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,-,-,MATEMATIKA,-,2019
311,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,1,8,MATEMATIKA,60.31,2019
312,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,-,-,MATEMATIKA,-,2019
313,SMA/MA,BAHASA ,SWASTA,JAWA TIMUR,79,4039,MATEMATIKA,39.48,2019
314,SMA/MA,BAHASA,SWASTA,ACEH,-,-,MATEMATIKA,-,2019
315,SMA/MA,BAHASA ,SWASTA,SUMATERA UTARA,-,-,MATEMATIKA,-,2019
316,SMA/MA,BAHASA,SWASTA,SUMATERA BARAT,1,20,MATEMATIKA,28.25,2019
317,SMA/MA,BAHASA ,SWASTA,RIAU,-,-,MATEMATIKA,-,2019
318,SMA/MA,BAHASA,SWASTA,JAMBI,-,-,MATEMATIKA,-,2019
319,SMA/MA,BAHASA ,SWASTA,SUMATERA SELATAN,-,-,MATEMATIKA,-,2019
320,SMA/MA,BAHASA,SWASTA,LAMPUNG,2,42,MATEMATIKA,36.49,2019
321,SMA/MA,BAHASA ,SWASTA,KALIMANTAN BARAT,1,19,MATEMATIKA,30.79,2019
322,SMA/MA,BAHASA,SWASTA,KALIMANTAN TENGAH,1,13,MATEMATIKA,35.38,2019
323,SMA/MA,BAHASA ,SWASTA,KALIMANTAN SELATAN,4,126,MATEMATIKA,35.4,2019
324,SMA/MA,BAHASA,SWASTA,KALIMANTAN TIMUR,2,61,MATEMATIKA,34.02,2019
325,SMA/MA,BAHASA ,SWASTA,SULAWESI UTARA,13,143,MATEMATIKA,32.11,2019
326,SMA/MA,BAHASA,SWASTA,SULAWESI TENGAH,4,146,MATEMATIKA,31.42,2019
327,SMA/MA,BAHASA ,SWASTA,SULAWESI SELATAN,1,22,MATEMATIKA,36.14,2019
328,SMA/MA,BAHASA,SWASTA,SULAWESI TENGGARA,-,-,MATEMATIKA,-,2019
329,SMA/MA,BAHASA ,SWASTA,MALUKU,-,-,MATEMATIKA,-,2019
330,SMA/MA,BAHASA,SWASTA,BALI,18,1262,MATEMATIKA,36.09,2019
331,SMA/MA,BAHASA ,SWASTA,NUSA TENGGARA BARAT,58,1490,MATEMATIKA,32.73,2019
332,SMA/MA,BAHASA,SWASTA,NUSA TENGGARA TIMUR,67,2028,MATEMATIKA,34.5,2019
333,SMA/MA,BAHASA ,SWASTA,PAPUA,10,181,MATEMATIKA,30.67,2019
334,SMA/MA,BAHASA,SWASTA,BENGKULU,-,-,MATEMATIKA,-,2019
335,SMA/MA,BAHASA ,SWASTA,MALUKU UTARA,-,-,MATEMATIKA,-,2019
336,SMA/MA,BAHASA,SWASTA,BANGKA BELITUNG,-,-,MATEMATIKA,-,2019
337,SMA/MA,BAHASA ,SWASTA,GORONTALO,2,22,MATEMATIKA,30.34,2019
338,SMA/MA,BAHASA,SWASTA,BANTEN,9,152,MATEMATIKA,50.92,2019
339,SMA/MA,BAHASA ,SWASTA,KEPULAUAN RIAU,1,25,MATEMATIKA,59.4,2019
340,SMA/MA,BAHASA,SWASTA,SULAWESI BARAT,4,98,MATEMATIKA,39.92,2019
341,SMA/MA,BAHASA ,SWASTA,PAPUA BARAT,3,65,MATEMATIKA,36,2019
342,SMA/MA,BAHASA,SWASTA,KALIMANTAN UTARA,1,10,MATEMATIKA,34,2019
343,SMA/MA,BAHASA ,SWASTA,DKI JAKARTA,7,82,SASTRA INDONESIA,60,2019
344,SMA/MA,BAHASA,SWASTA,JAWA BARAT,18,610,SASTRA INDONESIA,67.65,2019
345,SMA/MA,BAHASA ,SWASTA,JAWA TENGAH,36,1207,SASTRA INDONESIA,70.71,2019
346,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,6,108,SASTRA INDONESIA,70.23,2019
347,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,-,-,SASTRA INDONESIA,-,2019
348,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,-,-,SASTRA INDONESIA,-,2019
349,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,1,8,SASTRA INDONESIA,83.75,2019
350,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,-,-,SASTRA INDONESIA,-,2019
351,SMA/MA,BAHASA ,SWASTA,JAWA TIMUR,79,4039,SASTRA INDONESIA,66.33,2019
352,SMA/MA,BAHASA,SWASTA,ACEH,-,-,SASTRA INDONESIA,-,2019
353,SMA/MA,BAHASA ,SWASTA,SUMATERA UTARA,-,-,SASTRA INDONESIA,-,2019
354,SMA/MA,BAHASA,SWASTA,SUMATERA BARAT,1,20,SASTRA INDONESIA,64.46,2019
355,SMA/MA,BAHASA ,SWASTA,RIAU,-,-,SASTRA INDONESIA,-,2019
356,SMA/MA,BAHASA,SWASTA,JAMBI,-,-,SASTRA INDONESIA,-,2019
357,SMA/MA,BAHASA ,SWASTA,SUMATERA SELATAN,-,-,SASTRA INDONESIA,-,2019
358,SMA/MA,BAHASA,SWASTA,LAMPUNG,2,42,SASTRA INDONESIA,73.5,2019
359,SMA/MA,BAHASA ,SWASTA,KALIMANTAN BARAT,1,19,SASTRA INDONESIA,-,2019
360,SMA/MA,BAHASA,SWASTA,KALIMANTAN TENGAH,1,13,SASTRA INDONESIA,-,2019
361,SMA/MA,BAHASA ,SWASTA,KALIMANTAN SELATAN,4,126,SASTRA INDONESIA,60.15,2019
362,SMA/MA,BAHASA,SWASTA,KALIMANTAN TIMUR,2,61,SASTRA INDONESIA,61.85,2019
363,SMA/MA,BAHASA ,SWASTA,SULAWESI UTARA,13,143,SASTRA INDONESIA,56.41,2019
364,SMA/MA,BAHASA,SWASTA,SULAWESI TENGAH,4,146,SASTRA INDONESIA,57.83,2019
365,SMA/MA,BAHASA ,SWASTA,SULAWESI SELATAN,1,22,SASTRA INDONESIA,-,2019
366,SMA/MA,BAHASA,SWASTA,SULAWESI TENGGARA,-,-,SASTRA INDONESIA,-,2019
367,SMA/MA,BAHASA ,SWASTA,MALUKU,-,-,SASTRA INDONESIA,-,2019
368,SMA/MA,BAHASA,SWASTA,BALI,18,1262,SASTRA INDONESIA,60.72,2019
369,SMA/MA,BAHASA ,SWASTA,NUSA TENGGARA BARAT,58,1490,SASTRA INDONESIA,56.19,2019
370,SMA/MA,BAHASA,SWASTA,NUSA TENGGARA TIMUR,67,2028,SASTRA INDONESIA,60.44,2019
371,SMA/MA,BAHASA ,SWASTA,PAPUA,10,181,SASTRA INDONESIA,54.77,2019
372,SMA/MA,BAHASA,SWASTA,BENGKULU,-,-,SASTRA INDONESIA,-,2019
373,SMA/MA,BAHASA ,SWASTA,MALUKU UTARA,-,-,SASTRA INDONESIA,-,2019
374,SMA/MA,BAHASA,SWASTA,BANGKA BELITUNG,-,-,SASTRA INDONESIA,-,2019
375,SMA/MA,BAHASA ,SWASTA,GORONTALO,2,22,SASTRA INDONESIA,62.94,2019
376,SMA/MA,BAHASA,SWASTA,BANTEN,9,152,SASTRA INDONESIA,75,2019
377,SMA/MA,BAHASA ,SWASTA,KEPULAUAN RIAU,1,25,SASTRA INDONESIA,-,2019
378,SMA/MA,BAHASA,SWASTA,SULAWESI BARAT,4,98,SASTRA INDONESIA,47.8,2019
379,SMA/MA,BAHASA ,SWASTA,PAPUA BARAT,3,65,SASTRA INDONESIA,48.55,2019
380,SMA/MA,BAHASA,SWASTA,KALIMANTAN UTARA,1,10,SASTRA INDONESIA,-,2019
381,SMA/MA,BAHASA ,SWASTA,DKI JAKARTA,7,82,ANTROPOLOGI,73.82,2019
382,SMA/MA,BAHASA,SWASTA,JAWA BARAT,18,610,ANTROPOLOGI,58.63,2019
383,SMA/MA,BAHASA ,SWASTA,JAWA TENGAH,36,1207,ANTROPOLOGI,63.85,2019
384,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,6,108,ANTROPOLOGI,69.8,2019
385,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,-,-,ANTROPOLOGI,-,2019
386,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,-,-,ANTROPOLOGI,-,2019
387,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,1,8,ANTROPOLOGI,-,2019
388,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,-,-,ANTROPOLOGI,-,2019
389,SMA/MA,BAHASA ,SWASTA,JAWA TIMUR,79,4039,ANTROPOLOGI,61.19,2019
390,SMA/MA,BAHASA,SWASTA,ACEH,-,-,ANTROPOLOGI,-,2019
391,SMA/MA,BAHASA ,SWASTA,SUMATERA UTARA,-,-,ANTROPOLOGI,-,2019
392,SMA/MA,BAHASA,SWASTA,SUMATERA BARAT,1,20,ANTROPOLOGI,72.8,2019
393,SMA/MA,BAHASA ,SWASTA,RIAU,-,-,ANTROPOLOGI,-,2019
394,SMA/MA,BAHASA,SWASTA,JAMBI,-,-,ANTROPOLOGI,-,2019
395,SMA/MA,BAHASA ,SWASTA,SUMATERA SELATAN,-,-,ANTROPOLOGI,-,2019
396,SMA/MA,BAHASA,SWASTA,LAMPUNG,2,42,ANTROPOLOGI,63.71,2019
397,SMA/MA,BAHASA ,SWASTA,KALIMANTAN BARAT,1,19,ANTROPOLOGI,45.89,2019
398,SMA/MA,BAHASA,SWASTA,KALIMANTAN TENGAH,1,13,ANTROPOLOGI,54,2019
399,SMA/MA,BAHASA ,SWASTA,KALIMANTAN SELATAN,4,126,ANTROPOLOGI,-,2019
400,SMA/MA,BAHASA,SWASTA,KALIMANTAN TIMUR,2,61,ANTROPOLOGI,70.22,2019
401,SMA/MA,BAHASA ,SWASTA,SULAWESI UTARA,13,143,ANTROPOLOGI,47.46,2019
402,SMA/MA,BAHASA,SWASTA,SULAWESI TENGAH,4,146,ANTROPOLOGI,42.44,2019
403,SMA/MA,BAHASA ,SWASTA,SULAWESI SELATAN,1,22,ANTROPOLOGI,-,2019
404,SMA/MA,BAHASA,SWASTA,SULAWESI TENGGARA,-,-,ANTROPOLOGI,-,2019
405,SMA/MA,BAHASA ,SWASTA,MALUKU,-,-,ANTROPOLOGI,-,2019
406,SMA/MA,BAHASA,SWASTA,BALI,18,1262,ANTROPOLOGI,57.15,2019
407,SMA/MA,BAHASA ,SWASTA,NUSA TENGGARA BARAT,58,1490,ANTROPOLOGI,54,2019
408,SMA/MA,BAHASA,SWASTA,NUSA TENGGARA TIMUR,67,2028,ANTROPOLOGI,56.44,2019
409,SMA/MA,BAHASA ,SWASTA,PAPUA,10,181,ANTROPOLOGI,45.33,2019
410,SMA/MA,BAHASA,SWASTA,BENGKULU,-,-,ANTROPOLOGI,-,2019
411,SMA/MA,BAHASA ,SWASTA,MALUKU UTARA,-,-,ANTROPOLOGI,-,2019
412,SMA/MA,BAHASA,SWASTA,BANGKA BELITUNG,-,-,ANTROPOLOGI,-,2019
413,SMA/MA,BAHASA ,SWASTA,GORONTALO,2,22,ANTROPOLOGI,42,2019
414,SMA/MA,BAHASA,SWASTA,BANTEN,9,152,ANTROPOLOGI,56.47,2019
415,SMA/MA,BAHASA ,SWASTA,KEPULAUAN RIAU,1,25,ANTROPOLOGI,67,2019
416,SMA/MA,BAHASA,SWASTA,SULAWESI BARAT,4,98,ANTROPOLOGI,-,2019
417,SMA/MA,BAHASA ,SWASTA,PAPUA BARAT,3,65,ANTROPOLOGI,60.3,2019
418,SMA/MA,BAHASA,SWASTA,KALIMANTAN UTARA,1,10,ANTROPOLOGI,-,2019
419,SMA/MA,BAHASA ,SWASTA,DKI JAKARTA,7,82,BAHASA DAN SASTRA INDONESIA,81.04,2019
420,SMA/MA,BAHASA,SWASTA,JAWA BARAT,18,610,BAHASA DAN SASTRA INDONESIA,69.26,2019
421,SMA/MA,BAHASA ,SWASTA,JAWA TENGAH,36,1207,BAHASA DAN SASTRA INDONESIA,75.08,2019
422,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,6,108,BAHASA DAN SASTRA INDONESIA,83.13,2019
423,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,-,-,BAHASA DAN SASTRA INDONESIA,-,2019
424,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,-,-,BAHASA DAN SASTRA INDONESIA,-,2019
425,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,1,8,BAHASA DAN SASTRA INDONESIA,75.33,2019
426,SMA/MA,BAHASA,SWASTA,DI YOGYAKARTA,-,-,BAHASA DAN SASTRA INDONESIA,-,2019
427,SMA/MA,BAHASA ,SWASTA,JAWA TIMUR,79,4039,BAHASA DAN SASTRA INDONESIA,79.59,2019
428,SMA/MA,BAHASA,SWASTA,ACEH,-,-,BAHASA DAN SASTRA INDONESIA,-,2019
429,SMA/MA,BAHASA ,SWASTA,SUMATERA UTARA,-,-,BAHASA DAN SASTRA INDONESIA,-,2019
430,SMA/MA,BAHASA,SWASTA,SUMATERA BARAT,1,20,BAHASA DAN SASTRA INDONESIA,70,2019
431,SMA/MA,BAHASA ,SWASTA,RIAU,-,-,BAHASA DAN SASTRA INDONESIA,-,2019
432,SMA/MA,BAHASA,SWASTA,JAMBI,-,-,BAHASA DAN SASTRA INDONESIA,-,2019
433,SMA/MA,BAHASA ,SWASTA,SUMATERA SELATAN,-,-,BAHASA DAN SASTRA INDONESIA,-,2019
434,SMA/MA,BAHASA,SWASTA,LAMPUNG,2,42,BAHASA DAN SASTRA INDONESIA,69.28,2019
435,SMA/MA,BAHASA ,SWASTA,KALIMANTAN BARAT,1,19,BAHASA DAN SASTRA INDONESIA,-,2019
436,SMA/MA,BAHASA,SWASTA,KALIMANTAN TENGAH,1,13,BAHASA DAN SASTRA INDONESIA,64,2019
437,SMA/MA,BAHASA ,SWASTA,KALIMANTAN SELATAN,4,126,BAHASA DAN SASTRA INDONESIA,70.28,2019
438,SMA/MA,BAHASA,SWASTA,KALIMANTAN TIMUR,2,61,BAHASA DAN SASTRA INDONESIA,71.38,2019
439,SMA/MA,BAHASA ,SWASTA,SULAWESI UTARA,13,143,BAHASA DAN SASTRA INDONESIA,50.92,2019
440,SMA/MA,BAHASA,SWASTA,SULAWESI TENGAH,4,146,BAHASA DAN SASTRA INDONESIA,67.06,2019
441,SMA/MA,BAHASA ,SWASTA,SULAWESI SELATAN,1,22,BAHASA DAN SASTRA INDONESIA,69,2019
442,SMA/MA,BAHASA,SWASTA,SULAWESI TENGGARA,-,-,BAHASA DAN SASTRA INDONESIA,-,2019
443,SMA/MA,BAHASA ,SWASTA,MALUKU,-,-,BAHASA DAN SASTRA INDONESIA,-,2019
444,SMA/MA,BAHASA,SWASTA,BALI,18,1262,BAHASA DAN SASTRA INDONESIA,49.06,2019
445,SMA/MA,BAHASA ,SWASTA,NUSA TENGGARA BARAT,58,1490,BAHASA DAN SASTRA INDONESIA,64.65,2019
446,SMA/MA,BAHASA,SWASTA,NUSA TENGGARA TIMUR,67,2028,BAHASA DAN SASTRA INDONESIA,54.53,2019
447,SMA/MA,BAHASA ,SWASTA,PAPUA,10,181,BAHASA DAN SASTRA INDONESIA,40.4,2019
448,SMA/MA,BAHASA,SWASTA,BENGKULU,-,-,BAHASA DAN SASTRA INDONESIA,-,2019
449,SMA/MA,BAHASA ,SWASTA,MALUKU UTARA,-,-,BAHASA DAN SASTRA INDONESIA,-,2019
450,SMA/MA,BAHASA,SWASTA,BANGKA BELITUNG,-,-,BAHASA DAN SASTRA INDONESIA,-,2019
451,SMA/MA,BAHASA ,SWASTA,GORONTALO,2,22,BAHASA DAN SASTRA INDONESIA,59,2019
452,SMA/MA,BAHASA,SWASTA,BANTEN,9,152,BAHASA DAN SASTRA INDONESIA,79.36,2019
453,SMA/MA,BAHASA ,SWASTA,KEPULAUAN RIAU,1,25,BAHASA DAN SASTRA INDONESIA,96,2019
454,SMA/MA,BAHASA,SWASTA,SULAWESI BARAT,4,98,BAHASA DAN SASTRA INDONESIA,54.93,2019
455,SMA/MA,BAHASA ,SWASTA,PAPUA BARAT,3,65,BAHASA DAN SASTRA INDONESIA,70.17,2019
456,SMA/MA,BAHASA,SWASTA,KALIMANTAN UTARA,1,10,BAHASA DAN SASTRA INDONESIA,48.2,2019
457,SMA/MA,IPA,NEGERI,DKI JAKARTA,139,17681,BAHASA INDONESIA,82.63,2019
458,SMA/MA,IPA,NEGERI,JAWA BARAT,565,96669,BAHASA INDONESIA,72.51,2019
459,SMA/MA,IPA,NEGERI,JAWA TENGAH,425,66999,BAHASA INDONESIA,79.75,2019
460,SMA/MA,IPA,NEGERI,DI YOGYAKARTA,13,2420,BAHASA INDONESIA,87.46,2019
461,SMA/MA,IPA,NEGERI,DI YOGYAKARTA,23,2736,BAHASA INDONESIA,82.61,2019
462,SMA/MA,IPA,NEGERI,DI YOGYAKARTA,14,1045,BAHASA INDONESIA,80.47,2019
463,SMA/MA,IPA,NEGERI,DI YOGYAKARTA,22,1992,BAHASA INDONESIA,83.41,2019
464,SMA/MA,IPA,NEGERI,DI YOGYAKARTA,12,844,BAHASA INDONESIA,82.28,2019
465,SMA/MA,IPA,NEGERI,JAWA TIMUR,510,78745,BAHASA INDONESIA,76.64,2019
466,SMA/MA,IPA,NEGERI,ACEH,455,29689,BAHASA INDONESIA,56.56,2019
467,SMA/MA,IPA,NEGERI,SUMATERA UTARA,459,50299,BAHASA INDONESIA,62.9,2019
468,SMA/MA,IPA,NEGERI,SUMATERA BARAT,274,24184,BAHASA INDONESIA,73.58,2019
469,SMA/MA,IPA,NEGERI,RIAU,290,21936,BAHASA INDONESIA,69.13,2019
470,SMA/MA,IPA,NEGERI,JAMBI,175,12564,BAHASA INDONESIA,66.1,2019
471,SMA/MA,IPA,NEGERI,SUMATERA SELATAN,327,28599,BAHASA INDONESIA,64.29,2019
472,SMA/MA,IPA,NEGERI,LAMPUNG,231,21400,BAHASA INDONESIA,69.46,2019
473,SMA/MA,IPA,NEGERI,KALIMANTAN BARAT,232,12324,BAHASA INDONESIA,70.26,2019
474,SMA/MA,IPA,NEGERI,KALIMANTAN TENGAH,159,8712,BAHASA INDONESIA,67.7,2019
475,SMA/MA,IPA,NEGERI,KALIMANTAN SELATAN,173,11084,BAHASA INDONESIA,75.01,2019
476,SMA/MA,IPA,NEGERI,KALIMANTAN TIMUR,142,11446,BAHASA INDONESIA,74.55,2019
477,SMA/MA,IPA,NEGERI,SULAWESI UTARA,119,7735,BAHASA INDONESIA,62.19,2019
478,SMA/MA,IPA,NEGERI,SULAWESI TENGAH,166,11403,BAHASA INDONESIA,63.14,2019
479,SMA/MA,IPA,NEGERI,SULAWESI SELATAN,351,40197,BAHASA INDONESIA,64.09,2019
480,SMA/MA,IPA,NEGERI,SULAWESI TENGGARA,239,14648,BAHASA INDONESIA,64.98,2019
481,SMA/MA,IPA,NEGERI,MALUKU,195,9414,BAHASA INDONESIA,56.38,2019
482,SMA/MA,IPA,NEGERI,BALI,82,12964,BAHASA INDONESIA,75.41,2019
483,SMA/MA,IPA,NEGERI,NUSA TENGGARA BARAT,169,15494,BAHASA INDONESIA,64.93,2019
484,SMA/MA,IPA,NEGERI,NUSA TENGGARA TIMUR,333,15011,BAHASA INDONESIA,61.77,2019
485,SMA/MA,IPA,NEGERI,PAPUA,105,6467,BAHASA INDONESIA,59.88,2019
486,SMA/MA,IPA,NEGERI,BENGKULU,114,8327,BAHASA INDONESIA,68.51,2019
487,SMA/MA,IPA,NEGERI,MALUKU UTARA,98,5145,BAHASA INDONESIA,52.7,2019
488,SMA/MA,IPA,NEGERI,BANGKA BELITUNG,48,3578,BAHASA INDONESIA,75.51,2019
489,SMA/MA,IPA,NEGERI,GORONTALO,59,4396,BAHASA INDONESIA,65.31,2019
490,SMA/MA,IPA,NEGERI,BANTEN,167,22664,BAHASA INDONESIA,70.16,2019
491,SMA/MA,IPA,NEGERI,KEPULAUAN RIAU,80,5409,BAHASA INDONESIA,73.91,2019
492,SMA/MA,IPA,NEGERI,SULAWESI BARAT,76,4478,BAHASA INDONESIA,62.42,2019
493,SMA/MA,IPA,NEGERI,PAPUA BARAT,66,3203,BAHASA INDONESIA,62.62,2019
494,SMA/MA,IPA,NEGERI,KALIMANTAN UTARA,37,2085,BAHASA INDONESIA,71.87,2019
495,SMA/MA,IPA,NEGERI,DKI JAKARTA,139,17681,BAHASA INGGRIS,76.07,2019
496,SMA/MA,IPA,NEGERI,JAWA BARAT,565,96669,BAHASA INGGRIS,56.2,2019
497,SMA/MA,IPA,NEGERI,JAWA TENGAH,425,66999,BAHASA INGGRIS,60.95,2019
498,SMA/MA,IPA,NEGERI,DI YOGYAKARTA,13,2420,BAHASA INGGRIS,84.1,2019
499,SMA/MA,IPA,NEGERI,DI YOGYAKARTA,23,2736,BAHASA INGGRIS,65.66,2019
500,SMA/MA,IPA,NEGERI,DI YOGYAKARTA,14,1045,BAHASA INGGRIS,60.1,2019
501,SMA/MA,IPA,NEGERI,DI YOGYAKARTA,22,1992,BAHASA INGGRIS,68.04,2019
502,SMA/MA,IPA,NEGERI,DI YOGYAKARTA,12,844,BAHASA INGGRIS,61.29,2019
503,SMA/MA,IPA,NEGERI,JAWA TIMUR,510,78745,BAHASA INGGRIS,59.8,2019
504,SMA/MA,IPA,NEGERI,ACEH,455,29689,BAHASA INGGRIS,41.65,2019
